ksads_4_827_p,Diagnosis - Hallucinations (Past),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_829_p,Diagnosis - Delusions (Past),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_828_p,Diagnosis - Delusions (Present),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_850_p,Diagnosis - Associated Psychotic Symptoms  Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_849_p,Diagnosis - Associated Psychotic Symptoms  Current,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_258_p,Symptom - Associated Psychotic Symptoms Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_259_p,Symptom - Associated Psychotic Symptoms Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_231_p,Symptom - Auditory Hallucinations Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_230_p,Symptom - Auditory Hallucinations Present ξ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_255_p,Symptom - Delusions associated with drug use Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_252_p,Symptom - Delusions associated with possible affective Illness Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_253_p,Symptom - Delusions associated with possible affective Illness Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_254_p,Symptom - Delusions associated with drug use Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_243_p,Symptom - Hallucinations associated with drug use Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_244_p,Symptom - Hallucinations associated with drug use Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_241_p,Symptom - Hallucinations associated with possible affective Illness Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_242_p,Symptom - Hallucinations associated with possible affective Illness Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_237_p,Symptom - Hallucinations occur frequently Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_238_p,Symptom - Hallucinations occur frequently Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_239_p,Symptom - Hallucinations do not only occur when falling asleep Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_240_p,Symptom - Hallucinations do not only occur when falling asleep Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_257_p,Symptom - Impairment associated with delusions Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_256_p,Symptom - Impairment associated with delusions Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_247_p,Symptom - Impairment in functioning due to delusions Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_245_p,Symptom - Impairment in functioning due to hallucinations Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_246_p,Symptom - Impairment in functioning due to hallucinations Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_16_p,Symptom - Hallucinations Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_17_p,Symptom - Hallucinations Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_234_p,Symptom - Location of voices/noises outside of one's head Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_260_p,Symptom - No three month interval without symptoms Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_18_p,Symptom - Persecutory Delusions Past two weeks Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_19_p,Symptom - Persecutory Delusions Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_236_p,Symptom - OtherHallucinationsAP Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_235_p,Symptom - OtherHallucinationsALTW Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_232_p,Symptom - Other Hallucinations Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_233_p,Symptom - Other Hallucinations Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_249_p,Symptom - Other Delusions Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_248_p,Symptom - Other Delusions past two weeks Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_250_p,Symptom - Tenacity of belief that delusion is true Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_4_251_p,Symptom - Tenacity of belief that delusion is true Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_906_p,Diagnosis - Other Specified Anxiety Disorder (Panic Disorder impairment does not meet full criteria) F41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_907_p,Diagnosis - Other Specified Anxiety Disorder PAST (Panic Disorder impairment does not meet full criteria) F41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_857_p,Diagnosis - Panic Disorder (F41.0) PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_858_p,Diagnosis - Panic Disorder (F41.0) PAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_261_p,Symptom - Panic Symptoms Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_262_p,Symptom - Panic Symptoms Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_264_p,Symptom - Persistent worry about additional attacks or their consequences Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_263_p,Symptom - Persistent worry about additional attacks or their consequences Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_20_p,Symptom - Panic Attacks Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_21_p,Symptom - Panic Attacks Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_265_p,Symptom - Maladaptive change in behavior due to attacks Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_266_p,Symptom - Maladaptive change in behavior due to attacks Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_267_p,Symptom - Duration of worry or maladaptive behavior at least 1 month Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_268_p,Symptom - Duration of worry or maladaptive behavior at least 1 month Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_269_p,Symptom - Attacks not attributable to substance use Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_5_270_p,Symptom - Attacks not attributable to substance use Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_6_908_p,Diagnosis - Other Specified Anxiety Disorder (Agoraphobia impairment does not meet full criteria) F41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_6_859_p,Diagnosis - Agoraphobia (F40.00) PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_6_860_p,Diagnosis - Agoraphobia (F40.00) PAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_6_275_p,Symptom - Reason for agoraphobic avoidance Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_6_274_p,Symptom - Reason for agoraphobic avoidance Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_6_276_p,Symptom - Impairment in functioning due to Agoraphobia Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_6_278_p,Symptom - Clinically significant distress due to Agoraphobia Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_6_279_p,Symptom - Clinically significant distress due to Agoraphobia Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_6_22_p,Symptom - Agoraphobic of at least 2 situations Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_6_23_p,Symptom - Agoraphobic of at least 2 situations Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_6_277_p,Symptom - Impairment in functioning due to ξAgoraphobia Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_6_272_p,Symptom - Excessive avoidance of agoraphobic situations Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_6_273_p,Symptom - Excessive avoidance of agoraphobic situations Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_861_p,Diagnosis - Separation Anxiety Disorder (F93.00) PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_909_p,Diagnosis - Other Specified Anxiety Disorder (Separation Anxiety Disorder impairment does not meet full criteria) F41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_910_p,Diagnosis - Other Specified Anxiety Disorder (Separation Anxiety Disorder impairment does not meet full criteria) PAST F41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_862_p,Diagnosis - Separation Anxiety Disorder (F93.00) PAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_300_p,Symptom - Separation anxiety (past) duration was at least 2 weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_27_p,Symptom - School Reluctance/Refusal Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_26_p,Symptom - School Reluctance/Refusal Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_288_p,Symptom - Refusal to sleep without attachment figure near ξPast,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_287_p,Symptom - Refusal to sleep without attachment figure near Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_291_p,Symptom - Physical symptoms when separated from attachment figure Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_292_p,Symptom - Physical symptoms when separated from attachment figure ξPast,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_293_p,Symptom - Impairment in functioning due to separation anxiety Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_294_p,Symptom - Impairment in functioning due to separation anxiety Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_289_p,Symptom - Nightmares about separation themes Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_290_p,Symptom - Nightmares about separation themes Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_296_p,Symptom - Clinically significant distress due to separation anxiety Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_295_p,Symptom - Clinically significant distress due to separation anxiety Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_24_p,Symptom - Distress upon separation from home/attachment figures Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_25_p,Symptom - Distress upon separation from home/attachment figures Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_281_p,Symptom - Fears calamitous event that will cause separation Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_282_p,Symptom - Fears calamitous event that will cause separation Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_285_p,Symptom - Fear of being alone without attachment figure Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_286_p,Symptom - Fear of being alone without attachment figure Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_297_p,Symptom - Separation anxiety duration is at least 4 weeks Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_299_p,Symptom - Separation anxiety duration is at least 2 weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_298_p,Symptom - Separation anxiety duration was at least 4 weeks Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_284_p,Symptom - Worry about harm befalling attachment figure Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_7_283_p,Symptom - Worry about harm befalling attachment figure Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_864_p,Diagnosis - Social Anxiety Disorder (F40.10) PAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_863_p,Diagnosis - Social Anxiety Disorder (F40.10) PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_912_p,Diagnosis - Other Specified Anxiety Disorder (Social Anxiety Disorder impairment does not meet minimum duration) PAST ξF41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_911_p,Diagnosis - Other Specified Anxiety Disorder (Social Anxiety Disorder impairment does not meet minimum duration) F41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_309_p,Symptom - Impairment in functioning due to social anxiety Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_310_p,Symptom - Impairment in functioning due to social anxiety Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_29_p,Symptom - Fear of Social Situations Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_31_p,Symptom - Fear of Social Situations Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_313_p,Symptom - Duration (at least 6 months) Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_30_p,Symptom - Duration (at least 6 months) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_312_p,Symptom - Clinically significant distress due to Social Anxiety Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_311_p,Symptom - Clinically significant distress due to Social Anxiety Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_308_p,Symptom - Social fear is excessive given threat or sociocultural context ξPast,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_304_p,Symptom - Social situations avoided or endured with distress Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_307_p,Symptom - Social fear is excessive given threat or sociocultural context Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_302_p,Symptom - Social situations invariably provoke ξanxiety Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_303_p,Symptom - Social situations avoided or endured with distress Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_8_301_p,Symptom - Social situations invariably provoke anxiety Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_9_868_p,Diagnosis - Specific Phobia ξPAST (F40.2XX),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_9_867_p,Diagnosis - Specific Phobia ξPRESENT (F40.2XX),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_9_37_p,Symptom - Active avoidance of phobic object Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_9_38_p,Symptom - Active avoidance of phobic object Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_9_41_p,Symptom - Distress due to fear or avoidance of phobic object Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_9_42_p,Symptom - Distress due to fear or avoidance of phobic object Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_9_43_p,Symptom - Duration of phobia at least 6 months Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_9_44_p,Symptom - Duration of past phobia at least 6 months Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_9_40_p,Symptom - Impairment due to fear or avoidance of phobic object Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_9_39_p,Symptom - Impairment due to fear or avoidance of phobic object Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_9_34_p,Symptom - Marked fear of phobic object Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_9_35_p,Symptom - Marked fear of phobic object Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_9_36_p,Symptom - PhobicObjectSpecialCase Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_914_p,Diagnosis - Other Specified Anxiety Disorder (Generalized Anxiety Disorder impairment does not meet minimum duration) PAST ξF41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_913_p,Diagnosis - Other Specified Anxiety Disorder (Generalized Anxiety Disorder impairment does not meet minimum duration) F41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_869_p,Diagnosis - Generalized Anxiety Disorder Present (F41.1),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_870_p,Diagnosis - Generalized Anxiety Disorder Past (F41.1),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_45_p,Symptom - Excessive worries more days than not Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_46_p,Symptom - Excessive worries more days than not Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_320_p,Symptom - Excessive worries across breadth of domains Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_321_p,Symptom - Excessive worries across breadth of domains Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_325_p,Symptom - Difficulty controlling worries Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_324_p,Symptom - Difficulty controlling worries Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_329_p,Symptom - Clinically significant distress due to worries Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_328_p,Symptom - Clinically significant distress due to worries Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_326_p,Symptom - Impairment in functioning due to worries Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_327_p,Symptom - Impairment in functioning due to worries Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_323_p,Symptom - Worry associated with defined symptom(s) Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_47_p,Symptom - Worrying has lasted at least 6 months Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_330_p,Symptom - Worrying has lasted at least 6 months Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_10_322_p,Symptom - Worry associated with defined symptom(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_917_p,Diagnosis - Obsessive-Compulsive Disorder Present (F42),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_918_p,Diagnosis - Obsessive-Compulsive Disorder Past (F42),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_919_p,Diagnosis - Other Specified Obsessive-Compulsive and Related Disorder present  does not meet full criteria (F42),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_920_p,Diagnosis - Other Specified Obsessive-Compulsive and Related Disorder past does not meet full criteria (F42),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_343_p,Symptom - Purpose of compulsions to prevent/reduce anxiety or prevent dreaded event Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_344_p,Symptom - Purpose of compulsions to prevent/reduce anxiety or prevent dreaded event Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_331_p,Symptom - Obsessive thoughts experienced as Intrusive/unwanted Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_332_p,Symptom - Obsessive thoughts experienced as Intrusive/unwanted Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_48_p,Symptom - Obsessions Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_49_p,Symptom - Obsessions Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_335_p,Symptom - Obsessions time consuming Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_336_p,Symptom - Obsessions time consuming Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_342_p,Symptom - Compulsions time consuming Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_51_p,Symptom - Compulsions Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_341_p,Symptom - Compulsions time consuming Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_50_p,Symptom - Compulsions Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_339_p,Symptom - Clinically significant distress due to obsessions Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_340_p,Symptom - Clinically significant distress due to obsessions Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_347_p,Symptom - Clinically significant distress due to compulsions Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_348_p,Symptom - Clinically significant distress due to compulsions Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_333_p,Symptom - Attempts to suppress or neutralize thoughts Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_334_p,Symptom - Attempts to suppress or neutralize thoughts Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_346_p,Symptom - Impairment in functioning due to compulsions Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_345_p,Symptom - Impairment in functioning due to compulsions Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_337_p,Symptom - Impairment in functioning due to obsessions Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_11_338_p,Symptom - Impairment in functioning due to obsessions Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_928_p,Diagnosis - Encopresis Past (F98.1),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_927_p,Diagnosis - Encopresis Present (F98.1),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_925_p,Diagnosis - Enuresis Present (F98.0),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_926_p,Diagnosis - Enuresis Past (F98.0),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_53_p,Symptom - Enuresis Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_52_p,Symptom - Enuresis Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_56_p,Symptom - Enuresis causes significant distress Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_57_p,Symptom - Enuresis causes significant distress Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_60_p,Symptom - Encopresis Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_54_p,Symptom - Enuresis at least twice a week for 3 months Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_55_p,Symptom - Enuresis at least twice a week for 3 months Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_61_p,Symptom - Encopresis Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_64_p,Symptom - Encopresis not due to medical illness Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_65_p,Symptom - Encopresis not due to medical illness Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_62_p,Symptom - Encopresis at least once a month for ξ3 months Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_63_p,Symptom - Encopresis at least once a month for ξ3 months Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_58_p,Symptom - Impairment due to Enuresis Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_12_59_p,Symptom - Impairment due to Enuresis Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_939_p,Diagnosis - Binge-Eating Disorder (F50.8) current in partial remission,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_938_p,Diagnosis - Binge-Eating Disorder (F50.8) CURRENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_929_p,Diagnosis - Anorexia Nervosa (F50.02) ξBinge eating/purging subtype PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_934_p,Diagnosis - Anorexia Nervosa (F50.01) Restricting subtypePAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_933_p,Diagnosis - Anorexia Nervosa (F50.01) ξRestricting subtype PRESENT IN PARTIAL REMISSION,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_932_p,Diagnosis - Anorexia Nervosa (F50.01) ξRestricting subtype PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_931_p,Diagnosis - Anorexia Nervosa (F50.02) Binge eating/purging subtype PAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_930_p,Diagnosis - Anorexia Nervosa (F50.02) ξBinge eating/purging subtype PRESENT IN PARTIAL REMISSION,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_936_p,Diagnosis - Bulimia Nervosa (F50.2) PAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_935_p,Diagnosis - Bulimia Nervosa (F50.2) PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_937_p,Diagnosis - Bulimia Nervosa Partial Remission Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_940_p,Diagnosis - Binge-Eating Disorder (F50.8) PAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_943_p,Diagnosis - Other Specified Feeding or Eating Disorder Bulimia Nervosa PAST does not meet full criteria (F50.8),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_942_p,Diagnosis - Other Specified Feeding or Eating Disorder Bulimia Nervosa current does not meet full criteria (F50.8),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_944_p,Diagnosis - Other Specified Feeding or Eating Disorder Binge Eating Disorder present does not meet full criteria (F50.8),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_941_p,Diagnosis - Other Specified Feeding or Eating Disorder Anorexia Nervosa current does not meet full criteria (F50.8),,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_469_p,Symptom - Self-worth tied to weight Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_476_p,Symptom - Self-worth tied to weight Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_470_p,Symptom - Inappropriate compensatory behaviors to prevent weight gain Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_477_p,Symptom - Inappropriate compensatory behaviors to prevent weight gain Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_473_p,Symptom - CharacteristicsofBinge Eating Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_478_p,Symptom - Compensatory behaviors occurred at least 1x/week for 3 months Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_471_p,Symptom - Compensatory behaviors occur at least 1x/week for 3 months Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_474_p,Symptom - Binge-eating associated with 3 or more associated symptoms Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_74_p,Symptom - Binge Eating Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_75_p,Symptom - Binge Eating Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_472_p,Symptom - Binge eating occur at least 1x/week for 3 months Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_479_p,Symptom - Binge eating occur at least 1x/week for 3 months Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_475_p,Symptom - Distress associated with binge eating Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_480_p,Symptom - Distress associated with binge eating Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_68_p,Symptom - Emaciation Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_69_p,Symptom - Emaciation Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_66_p,Symptom - Fear of becoming obese Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_67_p,Symptom - Fear of becoming obese Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_70_p,Symptom - Weight control vomiting Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_71_p,Symptom - Weight control vomiting Past,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_72_p,Symptom - Weight control other (laxatives exercise dieting pills) Present ξ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksads_13_73_p,Symptom - Weight control other (laxatives exercise dieting pills) Pastξ,,,,,,,,,,,,,,,,,,,,,,,,,,,
